asin,description,manufacturer,name,no_of_reviews,price,rating,url
B0C2D2Q52R,"Decent BACKPACK: The Tabelito Backpack / Daypack is made of HIGH QUALITY Anti Scratch Fabric with a sturdy zipper design, making it incredibly sturdy, tear-resistant, and capable of protecting your items from dust, rain, and filth. Even more robust and long-lasting are the strong buckle and zipper. LARGE CAPACITY & MULTI COMPARTMENTS & LIGHT WEIGHT: The backpack has three compartments. There is ample storage for clothes, books, a lunchbox, daily needs, and tech equipment accessories in the separate laptop compartment that fits a 15.6-inch laptop as well as a 15-inch, 14-inch, and 13-inch or Mac book. The middle compartment has enough capacity for a laptop charger, an iPad, a tablet, a smartphone, a document file, and other necessary accessories. There are two small elastic mesh side pockets for water bottles and a front compartment with zipper pockets for easy access items like a mask, wallet, metro card, and wallet. Make your goods more accessible and organised. HIGH QUALITY MATERIAL: The metal zippers on our backpack are made of high-quality, water-resistant Polyester fabric. Lightweight and strong build guarantee daily use that is safe and durable. Perfect for shopping, office work, business travel, weekend trips, and other outdoor activities. It is also the ideal backpack for teens, boys, girls, adults, and other genders.",Tabelito Trade India,"Tabelito® NEO 3O L Water Resistant Laptop/College/Office/School/Travel/Business Bag, Unisex Backpack for Men Women Fits Up to 15.6 Inch Laptop Notebook.",,399,4.0,https://amazon.in/dp/B0C2D2Q52R
B09W43XLBY,,,"Amazon Basics Water Repellent and Wear Resistant Laptop Backpack - 24L, Blue",,649,4.2,https://amazon.in/dp/B09W43XLBY
B0BLVNBCX5,"A super-slim design, trendy looks and durable construction - this stylish 35 L backpack from Half Moon has got everything that will complement your youthful personality. With its spacious interiors, this unisex backpack is a great option for short road trips, college and work. Ergonomic design Crafted from polyester, this medium backpack is sturdy enough to withstand regular wear and tear gracefully. It features a cushioned base and internal back padding to offer you extra comfort. The padded shoulder straps of this bag can be easily adjusted according to your liking. Spacious Featuring one front pocket and three main compartments, all with speciality zippers, this bag offers you enough space to carry your books, files, coins, travel accessories, stationery, keys and mobile accessories. It comes with the Half Moon promise of quality.",HalfMoon AB Amazing Bags,Half Moon Strike 35L Unisex Spacious School/Laptop/College/Office Travel Backpack Bag for Men Women Boys & Girls with 15.6 inch Padded Laptop Compartment & Multiple Pockets,,699,3.8,https://amazon.in/dp/B0BLVNBCX5
B08SW9RJ75,,Bagzone Lifestyle Pvt Ltd,Lavie Women's Odiase Medium Satchel Bag | Ladies Purse Handbag,,1099,4.1,https://amazon.in/dp/B08SW9RJ75
B0CB1K1H3N,,,"Yogwise Yoga Mat Bag for Women and Men, Fabric Exercise Mat Carry Bag Cover and Shoulder Strap Water Proof Polyster Material 4mm to 6mm Yoga Mat Fit Black",,195,5.0,https://amazon.in/dp/B0CB1K1H3N
B097JM21T2,"Genie Florentine Pink is a hard luggage range, inspired from beachy vibes with large hand illustrated print and bold colour play. Made with durable polycarbonate shell and having premium grey finish components, this trolley suitcase is power packed with features such as built-in lock to keep your belongings safe and secure, push button trolley to enable you to adjust height easily according to your need. It is lightweight yet durable. The beautiful and trendy print adds to the aesthetic factor, which is bound to get your airport look noticed!",Genie,,,N/A,N/A,https://amazon.in/dp/B097JM21T2
B0CFJSK6C7,"Elevate your daily commute or academic endeavours with the WALKENT 25 Liter Laptop Bag. Meticulously designed by the trusted brand Walkent, this bag seamlessly combines sophistication with utility, catering to the needs of professionals & students alikeFeatures:🎒25 Liter Capacity Backpack: Ample space to accommodate your laptop, documents, & essentials🎒Anti-Theft Back Pocket: A dedicated back pocket to securely store mobile wallets & valuable items🎒Side Bottle Pockets: Stay refreshed throughout the day by conveniently storing your water bottles🎒Expandable Front Pocket: A versatile front pocket that expands to accommodate larger items like a half helmet or important files🎒2 Large Compartments: Organize your belongings effectively with two spacious compartments🎒Special Waterproof Fabric & Hidden Zipper: The bag's special waterproof fabric & concealed zippers shield your belongings from rain & moisture🎒Multiple Organizational Pockets: Stay orderly with various organizational pockets & a dedicated waterproof pocket, ideal for keeping wet clothes separate from other items🎒Soft Velvet Cushioned Laptop Compartment: Your laptop remains secure & pampered in the cushioned compartment, enveloped in soft velvet to prevent scratches🎒Reflective Outer Material: Enhance your safety during nighttime activities with the reflective outer material🎒External USB Port: Stay connected on the go by conveniently charging your devices through the external USB port🎒Cushioned Shoulder Strap & Back: Carry your load comfortably with the cushioned shoulder strap & back support🎒Apt for Men & Women: For both men & women, this bag is apt for any purpose, be it the office, college, or school.Elevate your daily journeys with this Bag, your ultimate companion for both style & functionality. Step into a world where practicality & sophistication coalesce to enhance your every experience",Walkent,"WALKENT Stylish & Durable 15.6"" Laptop Bag | Anti-Theft Pocket | Waterproof Fabric & Zipper | Side Bottle Pocket | 2 Compartment | For Men & Women",,2790,N/A,https://amazon.in/dp/B0CFJSK6C7
B0BW95MXRJ,"A sporty versatile Backpack from Northzone. It has a top opening compartment for quick & easy access to essentials while the mesh padding on the back panel will feel comfortable, even on a hot day. This backpack can be carried in 2 ways as it has an additional front handle to hold it in case you’re unable to carry it on your back.",,NORTH ZONE Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L (Blue & black),,486,4.6,https://amazon.in/dp/B0BW95MXRJ
B0C7CQ1MVD,,Acefour Accessories Pvt. Ltd.,uppercase Nexus Professional Anti-Theft Overnighter Travel Laptop Backpack,,2500,4.9,https://amazon.in/dp/B0C7CQ1MVD
B084LFX8ZZ,,,FATMUG Laptop Bag For Men - Convertible Backpack For Office And Travel (Light Grey Oxford Fabric),,1699,4.4,https://amazon.in/dp/B084LFX8ZZ
B07GCR84D9,"Sfane Sports Bag practical everyday sizing make it great for hauling just about anything. Big Compartment holds Sports Clothing, Gloves, Shaker, Sports ball, Sports Accessories, etc. Or anything that might be wet or soiled. High quality provide years of dependable service. Made in India.",No,"Sfane Polyester 9.05 Black Men & Women Trendy Black Sports Duffle Gym Bag, Shoulder Bag",,327,4.2,https://amazon.in/dp/B07GCR84D9
B08TVL3MWJ,,No,"DERBEN CLOVE® 15.6 Men and Women Laptop, MacBook Shoulder Messenger Sling Office Bag - Grey",,899,4.1,https://amazon.in/dp/B08TVL3MWJ
B0CBSB43FQ,QualityProduct,FANCYKU,"Fancyku® School Bag for Girls School Backpack Cartoon Cinnamon Dog School Bookbag Travel Backpack for Primary Students, Preschool Students Kindergarten Children Kids School Gift Birthday Gifts",,1299,N/A,https://amazon.in/dp/B0CBSB43FQ
B0CDMXND4X,best and sutaible laptop and luggage bag in one. Enjoy travel and active on work with using laptop trolley. Two different compartment for laptop and luggage with moving 360 wheels.,craft India,Laptop and Trolley Bag Together,,4000,N/A,https://amazon.in/dp/B0CDMXND4X
B0BR149RMT,"Introducing the ultimate laptop backpack designed for maximum safety and comfort. Made with durable, water-resistant materials, this backpack keeps your laptop protected from the elements and accidental spills. The padded laptop compartment fits most laptops up to 17 inches, and is specially designed with shock-absorbing foam to keep your device secure and safe from bumps and drops. The backpack also features padded shoulder straps and a padded back panel for added comfort during long commutes or trips. The adjustable shoulder strap helps to distribute the weight evenly across your body, reducing strain on your shoulders and back. In addition to the laptop compartment, the backpack has plenty of room for all of your other essentials, including books, documents, and personal items. The organizer pockets and key clip keep your items organized and easily accessible. Whether you're commuting to work or hitting the trails, this laptop backpack is the perfect choice for keeping your device safe and secure, while also providing maximum comfort on the go. So, it is an ideal choice for people who are looking for a laptop backpack that is both safe and comfortable.",Amazing Bags,Half Moon 35 L Casual Waterproof Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students with Rain Cover (18 Inch) (Sky Blue),,699,3.6,https://amazon.in/dp/B0BR149RMT
B0BX9V66C9,"Strabo Cooper is a classy Laptop Backpack, ergonomically designed for all ages, genders and purposes which houses everything in one large compartments & one exterior pocket.This backpack is especially designed for today's fast paced world,where everything should be compact and lightweight. This backpack is perfect for everyday usage such as college, school, tuitions, or short holiday trips.",STRABO BAGS AND ACCESSORIES LLP,"STRABO Cooper for Boys Girls Stylish Men and Women Casual 15"" inch 25L CANVAS Laptop BACKPACK | Office, College, Travel Bag",,699,4.3,https://amazon.in/dp/B0BX9V66C9
B0BWWD1QQQ,". Get your camera on the go with this durable camera backpack. This bag has a grey interior for storing your equipment and possessions, and an adjustable dividers for organization. It also has a tripod holder and a water bottle pocket for hydration purposes.",Dyazo,Dyazo Water Resistant Camera Backpack with Extra Front Pocket Photographers Bag with Rain Cover Tripod Holder Compatible for Sony Nikon Canon Panasonic DSLR (Black & Orange),,799,4.3,https://amazon.in/dp/B0BWWD1QQQ
B0BR179L65,,Acefour Accessories Pvt. Ltd.,"uppercase SealPro Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers & Anti-theft for Men, Women, Boys and Girls, 750 Days warranty",,1900,4.5,https://amazon.in/dp/B0BR179L65
B0C1CBY2PJ,,Acefour Accessories Pvt. Ltd.,"uppercase Matrix Professional Anti-theft Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty",,2300,4.2,https://amazon.in/dp/B0C1CBY2PJ
B0B2WBJ2H8,"Box sling bag made with high quality PU with fancy show fitting on the front. The sling belt is a full length PU belt which is height adjustable. Inside it has 1 main compartment for convenience of storing your essentials with ease and without any hassle. This is a new and fresh design which is trending in the current fashion season. A classy and stylish sling perfect for parties and clubbing, or for casual daily use.",ADISA,ADISA Women's Girls Party Sling Bag Crossbody,,394,3.9,https://amazon.in/dp/B0B2WBJ2H8
B08LBLHVXQ,,Harissons Bags Pvt Ltd,"HARISSONS Speckle 36L Laptop Backpack for Men & Women | Ideal School Bag with Easy Access Pockets & Handy Pouch | Water Repellent 15.6"" Office Backpack with a Detailed Organizer",,2174,4.3,https://amazon.in/dp/B08LBLHVXQ
B084P7GF79,,,Arctic Hunter Backpack 41L Office Travel Laptop Backpack Original with 17-inch Laptop Pocket 3 in 1 Expandable and Convertible Laptop Bag with USB Port Water-resistant Multiple Compartments Overnight Backpack for Men and Women,,3419,4.5,https://amazon.in/dp/B084P7GF79
B07SRGGGNC,"Elevate your fashion quotient with Genie Miami Rose backpack.It has a spacious padded laptop compartment and a front pocket for easy access. This fun, young and vibrant backpack is made up of Nylon Twill, making it perfect for daily use.",Safari,"Genie Miami Laptop Backpack for Women,Tuition bag, 16 inches Office Bag, Sky Blue Stylish and Trendy Bag for Office and College",,803,4.2,https://amazon.in/dp/B07SRGGGNC
B08421BRQ2,"RAIN COVER & PREMIUM FABRIC : POLESTAR RANKER”, Stylish and durable laptop backpack for school /college and travel. Easily accommodate 15.6 inch laptop. Size: 46 cm X 32 cm X 22 cm : 32 liters .We are providing a “ FREE RAIN COVER “ inside a bottom zipper pocket , which makes this An all-weather backpack . This “MAKE IN INDIA” Product features 2 large zippered compartments, 1 vertical long zip pocket at front, one laptop partition, 1 water bottle /umbrella pockets and Organizer Pockets inside. Suitable for casual usage, school / college / office n travel.",No,"POLESTAR Ranker 15.6 inch 32 LTR Casual Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Backpack, Water Resistant and Light Weight, 1 year Warranty",,709,4.1,https://amazon.in/dp/B08421BRQ2
B0BXQD8DZX,"High Quality large and spacious laptop backpack with 1 main laptop compartment and 1 front easy-access pocket. It is ideal for carrying laptop inside with padding for safety and space for laptop accessories like charger, etc. It also has organiser for pens, visiting cards, etc along with space for carrying papers, files, etc. It has provision for holding bottles on one side and has USB charging slot on the other side. It has padded shoulder straps for your comfort.",ADISA,ADISA Large laptop backpack office bag college travel back pack with USB,,499,3.8,https://amazon.in/dp/B0BXQD8DZX
